Date                Time                Instance                                Target_QoS          #_Patient           #_Act               #_Res               RelaxTW             RDelay              #P_Init             QoS_Init            #A_Init             #P_Final            QoS_Final           #A_Final            #Late               #OnTime             #NoShow             #ReSchd             #Failed             Av_RCPU             Av_DT               #A_DT               #A_DR               
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  54.29               146                 2                   18                  2                   2                   0                   0.00                31.88               82                  56                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  51.36               146                 3                   17                  3                   3                   0                   0.00                36.88               115                 67                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 19                  55.89               136                 2                   17                  3                   2                   0                   0.00                28.60               97                  56                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  58.47               146                 2                   18                  2                   2                   0                   0.00                25.48               76                  49                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  55.08               146                 1                   19                  1                   1                   0                   0.00                25.68               79                  60                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  59.38               146                 3                   17                  3                   3                   0                   0.00                28.56               97                  70                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  58.47               146                 1                   19                  1                   1                   0                   0.00                27.33               70                  45                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  52.06               146                 2                   18                  2                   2                   0                   0.00                26.68               76                  55                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 20                  54.29               146                 1                   19                  1                   1                   0                   0.00                30.55               80                  49                  
19/10/2024          21:02               CP_20_0_FQoS                            0                   20                  146                 175                 1                   15.00               20                  58.47               146                 19                  57.58               137                 3                   17                  3                   2                   0                   0.00                29.64               73                  54                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  48.98               142                 2                   36                  2                   2                   0                   0.00                37.96               81                  48                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 18                  45.95               132                 3                   16                  3                   2                   0                   0.00                41.82               83                  66                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  53.13               142                 1                   18                  1                   1                   0                   0.00                43.45               86                  56                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  40.68               142                 1                   18                  1                   1                   0                   0.00                49.05               86                  57                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  40.00               142                 2                   17                  2                   2                   0                   0.00                43.10               93                  63                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 17                  57.15               126                 3                   15                  4                   2                   0                   0.00                41.63               73                  47                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  48.98               142                 2                   36                  2                   2                   0                   0.00                36.23               85                  59                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 18                  50.85               138                 1                   36                  2                   1                   0                   0.00                43.55               88                  69                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  50.85               142                 2                   17                  2                   2                   0                   0.00                39.65               86                  71                  
19/10/2024          21:02               CP_20_8_FQoS                            0                   20                  149                 175                 1                   15.00               19                  53.58               142                 19                  53.10               142                 1                   18                  1                   1                   0                   0.00                37.89               78                  50                  
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 26                  44.22               187                 6                   23                  6                   3                   0                   0.00                44.14               138                 95                  
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 28                  43.48               208                 1                   27                  2                   1                   0                   0.00                26.30               132                 93                  
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 26                  43.75               187                 3                   23                  6                   3                   0                   0.00                45.11               141                 85                  
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 28                  51.00               208                 3                   26                  3                   2                   0                   0.00                37.07               149                 102                 
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 29                  48.72               212                 1                   28                  1                   1                   0                   0.00                40.85               146                 107                 
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 27                  56.37               195                 8                   21                  8                   6                   0                   0.00                53.54               148                 100                 
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 26                  56.61               190                 4                   24                  5                   2                   0                   0.00                26.68               109                 73                  
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 28                  54.26               208                 4                   24                  5                   4                   0                   0.00                31.13               156                 103                 
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 28                  59.71               206                 6                   22                  7                   6                   0                   0.00                32.84               147                 104                 
19/10/2024          21:12               CP_30_6_FQoS                            0                   30                  219                 175                 1                   15.00               29                  56.89               212                 28                  62.29               206                 4                   24                  5                   4                   0                   0.00                40.24               164                 98                  
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 32                  39.63               248                 4                   29                  5                   3                   0                   0.00                47.78               183                 101                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 33                  36.53               255                 2                   32                  2                   1                   0                   0.00                28.33               102                 73                  
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 30                  40.82               226                 4                   28                  6                   2                   0                   0.00                62.43               191                 110                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 33                  51.62               255                 2                   32                  2                   1                   0                   0.00                49.82               199                 118                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 33                  39.26               257                 3                   98                  4                   3                   0                   0.00                42.12               171                 108                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 34                  36.04               261                 2                   32                  2                   2                   0                   0.00                44.96               190                 114                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 34                  41.67               261                 1                   33                  1                   1                   0                   0.00                39.23               174                 116                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 34                  35.90               261                 3                   31                  3                   3                   0                   0.00                45.67               184                 116                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 33                  39.26               257                 2                   32                  2                   1                   0                   0.00                43.66               204                 122                 
19/10/2024          21:12               CP_40_7_FQoS                            0                   40                  327                 175                 1                   15.00               34                  35.30               261                 34                  44.45               261                 3                   31                  3                   3                   0                   0.00                51.82               186                 121                 
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 17                  56.76               138                 3                   16                  3                   1                   0                   0.00                27.43               99                  70                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 18                  50.82               140                 2                   17                  2                   1                   0                   0.00                22.50               66                  68                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 19                  50.82               150                 1                   18                  1                   1                   0                   0.00                21.83               70                  71                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 17                  50.82               129                 3                   16                  3                   1                   0                   0.00                18.49               53                  60                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 19                  50.82               150                 1                   18                  1                   1                   0                   0.00                21.40               67                  66                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 18                  50.82               144                 1                   17                  2                   1                   0                   0.00                21.77               76                  69                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 19                  45.32               150                 1                   18                  1                   1                   0                   0.00                15.93               61                  78                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 19                  58.47               150                 3                   16                  3                   3                   0                   0.00                32.80               103                 71                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 18                  50.67               140                 2                   17                  2                   1                   0                   0.00                12.11               39                  69                  
19/10/2024          21:02               CP_20_1_FQoS                            0                   20                  157                 175                 1                   15.00               19                  53.45               150                 17                  50.82               135                 2                   16                  3                   1                   0                   0.00                13.33               40                  69                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  42.48               131                 1                   19                  1                   1                   0                   0.00                31.79               75                  51                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 19                  42.48               121                 2                   17                  3                   2                   0                   0.00                23.10               65                  59                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  50.00               131                 1                   19                  1                   1                   0                   0.00                37.79               77                  53                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 19                  52.64               127                 4                   16                  4                   3                   0                   0.00                40.04               87                  60                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  51.73               131                 2                   18                  2                   2                   0                   0.00                40.65               87                  60                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 19                  41.74               121                 2                   18                  2                   1                   0                   0.00                31.36               62                  48                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  53.58               131                 2                   18                  2                   2                   0                   0.00                35.46               83                  51                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 19                  41.38               125                 4                   15                  5                   4                   0                   0.00                34.72               77                  56                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  42.11               131                 1                   19                  1                   1                   0                   0.00                20.73               54                  46                  
19/10/2024          21:02               CP_20_9_FQoS                            0                   20                  131                 175                 1                   15.00               20                  41.38               131                 20                  50.00               131                 2                   18                  2                   2                   0                   0.00                29.43               73                  59                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 27                  47.77               177                 4                   24                  5                   3                   0                   0.00                29.86               121                 86                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 28                  41.56               185                 3                   25                  4                   3                   0                   0.00                38.84               134                 91                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 28                  34.07               185                 4                   24                  5                   4                   0                   0.00                30.68               123                 93                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 29                  38.10               191                 3                   26                  3                   3                   0                   0.00                50.47               146                 104                 
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 27                  44.29               181                 5                   52                  6                   4                   0                   0.00                31.85               127                 95                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 29                  36.70               191                 2                   27                  2                   2                   0                   0.00                48.66               143                 104                 
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 29                  32.23               191                 4                   25                  4                   4                   0                   0.00                38.95               128                 103                 
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 29                  36.25               191                 1                   28                  1                   1                   0                   0.00                30.92               130                 94                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 27                  32.30               181                 1                   26                  3                   1                   0                   0.00                36.77               90                  69                  
19/10/2024          21:02               CP_30_7_FQoS                            0                   30                  202                 175                 1                   15.00               29                  38.75               191                 28                  33.70               179                 4                   25                  4                   3                   0                   0.00                32.51               114                 82                  
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 33                  40.28               227                 4                   30                  5                   3                   0                   0.00                52.27               194                 123                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 34                  32.96               233                 2                   32                  3                   2                   0                   0.00                55.47               158                 99                  
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  35.37               240                 1                   34                  1                   1                   0                   0.00                49.06               193                 116                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  41.18               240                 4                   31                  4                   4                   0                   0.00                50.62               175                 117                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  45.46               240                 3                   32                  3                   3                   0                   0.00                50.73               199                 118                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 33                  34.94               227                 3                   67                  3                   1                   0                   0.00                50.48               164                 115                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  41.31               240                 5                   30                  5                   5                   0                   0.00                57.40               192                 127                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 34                  40.00               231                 5                   30                  5                   4                   0                   0.00                53.59               186                 131                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  40.78               240                 4                   31                  4                   4                   0                   0.00                55.58               191                 141                 
19/10/2024          21:12               CP_40_1_FQoS                            0                   40                  291                 175                 1                   15.00               35                  31.69               240                 35                  39.73               240                 4                   31                  4                   4                   0                   0.00                50.48               202                 129                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 34                  51.62               256                 3                   65                  3                   3                   0                   0.00                45.92               205                 129                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 31                  34.87               234                 4                   29                  5                   2                   0                   0.00                61.65               182                 115                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 34                  45.08               256                 2                   32                  2                   2                   0                   0.00                49.39               206                 128                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 32                  35.52               238                 5                   29                  5                   3                   0                   0.00                56.34               194                 122                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 34                  38.47               256                 1                   33                  1                   1                   0                   0.00                41.27               132                 83                  
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 33                  41.31               250                 4                   29                  5                   4                   0                   0.00                54.76               195                 128                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 31                  41.67               239                 7                   26                  8                   5                   0                   0.00                44.58               197                 118                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 33                  40.87               249                 6                   28                  6                   5                   0                   0.00                51.35               191                 125                 
19/10/2024          21:22               CP_40_9_FQoS                            0                   40                  318                 175                 1                   15.00               34                  40.43               256                 33                  53.53               249                 3                   31                  3                   2                   0                   0.00                45.76               192                 119                 
