Date                Time                Instance                                Target_QoS          #_Patient           #_Act               #_Res               RelaxTW             RDelay              #P_Init             QoS_Init            #A_Init             #P_Final            QoS_Final           #A_Final            #Late               #OnTime             #NoShow             #ReSchd             #Failed             Av_RCPU             Av_DT               #A_DT               #A_DR               
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  75.00               146                 1                   19                  1                   1                   0                   0.00                20.31               80                  66                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  77.56               146                 2                   18                  2                   2                   0                   0.00                21.30               88                  66                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  79.49               146                 1                   19                  1                   1                   0                   0.00                19.14               59                  65                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 18                  77.50               130                 1                   17                  3                   1                   0                   0.00                8.23                36                  29                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 18                  79.17               129                 4                   16                  4                   2                   0                   0.00                22.71               80                  57                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 18                  77.56               135                 4                   36                  4                   2                   0                   0.00                22.96               75                  61                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 19                  76.00               142                 3                   37                  3                   2                   0                   0.00                22.01               78                  58                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  77.56               146                 3                   17                  3                   3                   0                   0.00                22.50               90                  67                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  77.50               146                 1                   19                  1                   1                   0                   0.00                19.97               85                  64                  
19/10/2024          18:44               CP_20_0_FQoS                            75                  20                  146                 175                 1                   15.00               20                  76.00               146                 20                  78.69               146                 1                   19                  1                   1                   0                   0.00                18.80               70                  63                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 18                  79.17               138                 4                   15                  4                   3                   0                   0.00                28.55               86                  65                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.00               142                 1                   18                  1                   1                   0                   0.00                19.82               68                  49                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.00               142                 2                   17                  2                   2                   0                   0.00                35.56               92                  71                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 18                  75.00               138                 2                   17                  2                   1                   0                   0.00                23.99               77                  63                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.00               142                 1                   37                  1                   1                   0                   0.00                27.75               84                  63                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.95               142                 1                   18                  1                   1                   0                   0.00                29.44               87                  62                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 18                  75.00               132                 2                   17                  2                   1                   0                   0.00                42.65               91                  63                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.00               142                 2                   36                  2                   2                   0                   0.00                22.04               74                  67                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 17                  75.95               127                 3                   16                  3                   1                   0                   0.00                22.20               71                  56                  
19/10/2024          18:44               CP_20_8_FQoS                            75                  20                  149                 175                 1                   15.00               19                  75.00               142                 19                  75.00               142                 3                   16                  3                   3                   0                   0.00                32.71               88                  66                  
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 28                  75.00               187                 1                   28                  1                   0                   0                   2.00                0.00                0                   5                   
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 27                  75.00               172                 3                   26                  3                   1                   0                   4.50                15.48               86                  81                  
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 27                  75.05               179                 3                   25                  4                   2                   0                   0.67                21.26               101                 79                  
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 27                  75.05               172                 2                   26                  3                   1                   0                   1.00                19.60               82                  72                  
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 29                  75.10               191                 4                   25                  4                   4                   0                   3.00                28.61               123                 104                 
19/10/2024          18:46               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 26                  75.05               163                 3                   25                  4                   1                   0                   0.00                11.27               48                  48                  
19/10/2024          18:47               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 29                  75.11               191                 2                   27                  2                   2                   0                   4.00                20.86               103                 94                  
19/10/2024          18:48               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 26                  75.00               169                 7                   22                  7                   4                   0                   9.00                26.33               104                 95                  
19/10/2024          18:48               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 28                  75.12               187                 3                   26                  3                   2                   0                   0.40                25.52               109                 98                  
19/10/2024          18:48               CP_30_7_FQoS                            75                  30                  202                 175                 1                   15.00               29                  75.00               191                 25                  75.25               157                 5                   24                  5                   1                   0                   0.94                23.66               93                  82                  
19/10/2024          19:00               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 32                  75.00               228                 3                   30                  3                   2                   0                   27.00               31.27               170                 111                 
19/10/2024          19:01               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 30                  75.95               217                 5                   28                  5                   2                   0                   4.15                30.62               148                 104                 
19/10/2024          19:01               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 31                  75.00               224                 2                   31                  2                   0                   0                   7.00                0.00                0                   8                   
19/10/2024          19:02               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 32                  75.00               223                 2                   31                  2                   1                   0                   18.00               25.11               128                 87                  
19/10/2024          19:02               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 31                  75.00               215                 1                   31                  2                   0                   0                   5.00                0.00                0                   13                  
19/10/2024          19:02               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 29                  77.50               199                 4                   27                  6                   2                   0                   1.23                33.27               135                 100                 
19/10/2024          19:03               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 32                  75.00               223                 2                   30                  3                   2                   0                   20.00               30.76               128                 97                  
19/10/2024          19:04               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 32                  75.00               225                 2                   31                  2                   1                   0                   11.00               36.44               183                 120                 
19/10/2024          19:04               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 31                  75.00               216                 3                   29                  4                   2                   0                   3.67                31.27               134                 98                  
19/10/2024          19:04               CP_40_0_FQoS                            75                  40                  293                 175                 1                   15.00               33                  75.00               232                 31                  75.00               219                 1                   31                  2                   0                   0                   3.00                0.00                0                   11                  
19/10/2024          19:14               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 27                  75.00               188                 4                   26                  6                   1                   0                   0.00                31.56               121                 100                 
19/10/2024          19:16               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 31                  75.27               215                 3                   29                  3                   2                   0                   16.83               29.48               130                 94                  
19/10/2024          19:16               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 30                  75.00               202                 5                   27                  5                   3                   0                   0.00                27.19               145                 104                 
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 29                  75.13               198                 4                   28                  4                   1                   0                   13.77               23.66               101                 77                  
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 31                  75.00               215                 5                   27                  5                   4                   0                   0.00                28.01               142                 112                 
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 29                  75.00               189                 5                   27                  5                   2                   0                   0.00                26.89               119                 97                  
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 30                  75.00               207                 3                   28                  4                   2                   0                   0.00                25.27               124                 103                 
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 30                  75.65               205                 4                   27                  5                   3                   0                   0.00                28.40               128                 103                 
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 29                  75.00               207                 3                   28                  4                   1                   0                   0.00                29.09               140                 107                 
19/10/2024          19:19               CP_40_8_FQoS                            75                  40                  281                 175                 1                   15.00               32                  75.00               219                 31                  75.13               215                 5                   27                  5                   4                   0                   0.00                27.21               140                 109                 
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 18                  79.49               140                 2                   16                  3                   2                   0                   0.00                30.36               96                  72                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  76.12               150                 1                   18                  1                   1                   0                   0.00                29.63               93                  74                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.61               150                 1                   18                  1                   1                   0                   0.00                24.63               89                  65                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.00               150                 1                   18                  1                   1                   0                   0.00                22.83               77                  66                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.00               150                 2                   17                  2                   2                   0                   0.00                29.37               91                  78                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.61               150                 1                   18                  1                   1                   0                   0.00                24.63               89                  65                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 18                  75.00               146                 1                   36                  2                   1                   0                   0.00                33.84               91                  66                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.00               150                 1                   18                  1                   1                   0                   0.00                22.52               69                  50                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 17                  76.00               140                 4                   15                  4                   2                   0                   0.00                29.71               91                  70                  
19/10/2024          18:44               CP_20_1_FQoS                            75                  20                  157                 175                 1                   15.00               19                  75.61               150                 19                  75.54               150                 2                   17                  2                   2                   0                   0.00                24.47               78                  72                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 20                  75.00               131                 1                   19                  1                   1                   0                   0.00                32.13               94                  60                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 19                  82.26               124                 4                   16                  4                   3                   0                   0.00                34.44               90                  67                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 17                  75.00               108                 1                   37                  3                   0                   0                   0.00                0.00                0                   12                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 17                  75.00               111                 3                   16                  4                   1                   0                   0.00                28.80               71                  44                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 20                  75.00               131                 1                   19                  1                   1                   0                   0.00                18.85               52                  34                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 20                  75.00               131                 2                   18                  2                   2                   0                   0.00                29.64               89                  61                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 19                  75.00               127                 1                   19                  1                   0                   0                   0.00                0.00                0                   2                   
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 19                  75.00               121                 3                   17                  3                   2                   0                   0.00                17.49               54                  37                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 18                  79.58               121                 4                   16                  4                   2                   0                   0.33                39.12               81                  48                  
19/10/2024          18:44               CP_20_9_FQoS                            75                  20                  131                 175                 1                   15.00               20                  75.00               131                 19                  75.00               121                 2                   17                  3                   2                   0                   0.00                19.75               53                  38                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 29                  75.65               212                 3                   26                  3                   3                   0                   0.00                20.02               140                 92                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 29                  76.00               212                 3                   26                  3                   3                   0                   0.00                25.93               147                 102                 
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 28                  75.48               206                 3                   26                  3                   2                   0                   0.00                24.80               140                 105                 
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 27                  75.00               194                 3                   25                  4                   2                   0                   0.00                26.75               127                 99                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 29                  76.32               212                 1                   28                  1                   1                   0                   0.00                10.45               88                  61                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 28                  76.20               206                 3                   26                  3                   2                   0                   0.00                18.28               152                 91                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 28                  76.20               200                 3                   26                  3                   2                   0                   0.00                22.14               132                 99                  
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 28                  76.63               205                 2                   26                  3                   2                   0                   0.00                26.01               136                 102                 
19/10/2024          18:54               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 29                  75.13               212                 2                   27                  2                   2                   0                   0.00                17.30               118                 88                  
19/10/2024          18:55               CP_30_5_FQoS                            75                  30                  223                 175                 1                   15.00               29                  75.00               212                 29                  77.13               212                 2                   27                  2                   2                   0                   0.00                23.62               143                 104                 
19/10/2024          19:05               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 31                  75.00               225                 4                   27                  6                   4                   0                   0.00                36.08               165                 111                 
19/10/2024          19:05               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 31                  76.79               219                 3                   30                  3                   1                   0                   8.00                24.20               127                 71                  
19/10/2024          19:07               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 32                  75.00               233                 2                   31                  2                   1                   0                   26.50               20.92               129                 97                  
19/10/2024          19:07               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 32                  75.00               230                 3                   29                  4                   3                   0                   1.00                31.31               168                 112                 
19/10/2024          19:09               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 27                  75.44               197                 7                   25                  8                   2                   0                   2.96                35.02               157                 99                  
19/10/2024          19:09               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 28                  75.00               187                 6                   26                  7                   2                   0                   2.26                24.99               135                 103                 
19/10/2024          19:11               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 33                  75.00               237                 4                   29                  4                   4                   0                   23.60               38.92               170                 123                 
19/10/2024          19:12               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 31                  75.00               223                 3                   30                  3                   1                   0                   5.00                30.05               142                 91                  
19/10/2024          19:12               CP_40_2_FQoS                            75                  40                  292                 175                 1                   15.00               33                  75.00               237                 32                  75.00               231                 1                   31                  2                   1                   0                   18.00               34.75               154                 103                 
